startup_id,startup_name,industry,country,city_tier,founded_year,founders_count,female_founder,funding_rounds,total_funding_usd,last_funding_year,investor_count,has_vc,has_angel,employees,burn_rate_usd_monthly,annual_revenue_usd,profitability,customer_count,churn_rate_percent,milestones,patents_count,market_size_usd,valuation_usd,remote_work_policy,age_first_funding_year,status,closure_reason
11183,Startup_11183,AI,Netherlands,Tier1,2009,3,0,4,3320476.75,2016,6,0,1,26,NULL,4141999.25,Not Profitable,6624,24.0499992370605,4,2,77733216,4136110,Office,5,closed,Ran out of cash
11184,Startup_11184,HealthTech,Brazil,Tier1,2006,3,1,1,6793877.5,2022,2,0,1,78,960588.25,24339108,Break-even,1593,26.4699993133545,6,3,184441072,5386792,Remote,1,closed,Market competition
11185,Startup_11185,Cybersecurity,Netherlands,Tier1,2021,3,1,2,7550057.5,2012,6,0,1,2,143520.953125,1219247.5,Break-even,7354,43.8199996948242,3,3,212803664,235719.671875,Remote,2,closed,Founder conflict
11186,Startup_11186,Ecommerce,Germany,Tier2,2017,1,0,0,476298.125,2011,5,0,0,42,26776.8203125,1207024.25,Not Profitable,911,27.0100002288818,5,0,36532124,4023943.25,Hybrid,6,operating,Operating
11187,Startup_11187,FoodTech,Israel,Tier2,2015,4,1,1,2756750.75,2009,2,1,0,20,270012.875,1219247.5,Not Profitable,8360,26.4699993133545,8,2,12692838,8932885,Remote,5,operating,Operating
11188,Startup_11188,Cybersecurity,India,Tier1,2012,5,0,3,3320476.75,2009,0,0,0,25,2032373.5,420225.53125,Not Profitable,20460,38.8199996948242,6,1,49956844,4854197.5,Hybrid,3,operating,Market competition
11189,Startup_11189,EdTech,Germany,Tier2,2000,1,0,6,14341398,2023,0,1,1,19,68411.53125,575569.6875,Profitable,3623,8.92000007629395,6,2,167219760,9790086,Hybrid,3,acquired,Market competition
11190,Startup_11190,Ecommerce,USA,Tier3,2006,4,1,0,12375778,2014,4,0,1,3,349447.03125,1622752.5,Break-even,2957,26.4699993133545,5,0,26024716,2133062.5,Remote,3,closed,Operating
11191,Startup_11191,Ecommerce,UK,Tier1,2010,1,0,5,77540392,2011,6,1,0,20,74317.3515625,676226.0625,Profitable,5226,24.8099994659424,4,1,169424896,49604128,Office,3,closed,Operating
11192,Startup_11192,Logistics,Singapore,Tier2,2005,4,1,1,302131.625,2017,4,1,1,3,506409.34375,511298.25,Not Profitable,15630,24.4599990844727,13,1,270197248,3255263.25,Remote,6,operating,Operating
11193,Startup_11193,Ecommerce,Israel,Tier1,2020,2,1,2,11398369,2006,10,1,0,9,62708.5078125,1413796.875,Break-even,15009,17.2099990844727,3,1,24572604,8932885,Remote,4,operating,Operating
11194,Startup_11194,TravelTech,UAE,Tier3,2004,5,0,0,4976563,2022,4,1,1,44,NULL,1219247.5,Not Profitable,1309,63.7599983215332,8,0,46444676,10096332,Remote,2,operating,Founder conflict
11195,Startup_11195,FoodTech,USA,Tier1,2009,2,0,0,3320476.75,2019,7,0,0,4,112315.6875,228738.796875,Profitable,24739,45.939998626709,0,1,360237888,1332149.5,Office,1,acquired,Operating
11196,Startup_11196,TravelTech,Canada,Tier3,2002,2,0,0,1919175,2014,4,0,1,10,15280.60546875,265077.65625,Not Profitable,6260,26.4699993133545,5,1,74462304,7317287,Hybrid,6,acquired,Regulatory issues
11197,Startup_11197,HealthTech,Netherlands,Tier1,2014,4,0,2,5778770,2023,0,0,0,15,25029.658203125,528077.0625,Not Profitable,3321,26.4699993133545,9,1,3480203.25,4966134.5,Remote,3,operating,Operating
11198,Startup_11198,AI,India,Tier1,2011,3,0,3,1037213.625,2012,4,0,0,64,28882.01171875,1219247.5,Not Profitable,7766,2.21000003814697,1,1,66939928,86977432,Remote,6,acquired,Operating
11199,Startup_11199,Gaming,Australia,Tier2,2004,3,0,4,22906810,2019,7,1,0,3,138483,4270631.5,Not Profitable,17100,49.1599998474121,7,1,113675616,56183124,Remote,1,acquired,Operating
11200,Startup_11200,Logistics,Germany,Tier2,2013,3,0,0,5524052,2019,3,1,1,20,1169754.875,706712.9375,Not Profitable,250,26.4699993133545,10,2,2320930048,1796265.875,Office,2,acquired,Operating
11201,Startup_11201,FoodTech,Canada,Tier2,2011,3,0,1,5893582.5,2006,3,0,1,36,86008.609375,1146539.625,Not Profitable,513,17.0799999237061,6,1,71185928,8932885,Office,6,closed,Ran out of cash
11202,Startup_11202,Cybersecurity,Brazil,Tier2,2021,5,0,5,308765.0625,2005,0,1,0,10,985232.375,1367123.75,Not Profitable,2877,20.8099994659424,5,0,146893776,292279.09375,Office,5,operating,Ran out of cash
11203,Startup_11203,ClimateTech,India,Tier2,2010,2,0,1,3320476.75,2005,0,1,0,29,657202.1875,2045578.75,Not Profitable,2384,32.2799987792969,8,1,16586594,27330122,Hybrid,2,closed,Product-market fit failure
11204,Startup_11204,HealthTech,UK,Tier2,2022,1,1,3,1339556,2022,4,1,1,4,50716.41015625,2955752,Not Profitable,6443,50.2900009155273,3,1,47751716,80818832,Remote,2,operating,Operating
11205,Startup_11205,Fintech,UAE,Tier1,2022,5,0,3,973558.1875,2009,3,0,0,87,71461.90625,1219247.5,Not Profitable,2957,9.13000011444092,4,2,37607248,6613668,Hybrid,0,acquired,Regulatory issues
11206,Startup_11206,EdTech,Canada,Tier1,2012,4,0,1,3640377.25,2011,3,1,1,3,64122.98828125,1219247.5,Profitable,13159,26.4699993133545,5,2,213525904,8932885,Office,2,closed,Operating
11207,Startup_11207,AI,France,Tier1,2009,5,0,1,5826500.5,2007,4,0,1,118,200455.1875,1219247.5,Not Profitable,5195,4.44000005722046,4,2,69155120,2379077.5,Remote,4,operating,Ran out of cash
11208,Startup_11208,HealthTech,Germany,Tier2,2009,5,0,5,30903014,2021,0,1,0,20,NULL,363393.75,Not Profitable,766,40.6100006103516,9,0,115117960,46154700,Office,6,closed,Product-market fit failure
11209,Startup_11209,Fintech,Canada,Tier1,2023,4,0,2,5154557.5,2020,4,0,1,22,88275.6484375,2219755,Not Profitable,1206,40.2599983215332,4,0,128695112,8932885,Office,2,acquired,Product-market fit failure
11210,Startup_11210,AI,UK,Tier1,2020,1,0,0,27451902,2014,5,1,1,10,172197,13273242,Not Profitable,934,26.4699993133545,5,0,95378432,108106616,Hybrid,3,operating,Operating
11211,Startup_11211,Fintech,Netherlands,Tier1,2013,2,0,0,555604,2007,3,0,0,40,62571.6171875,32478112,Break-even,2892,26.4699993133545,7,0,121662952,849818624,Hybrid,3,ipo,Operating
11212,Startup_11212,FoodTech,Israel,Tier3,2019,5,0,4,5616446.5,2007,5,1,0,37,304542.53125,769807.9375,Not Profitable,9623,30.8099994659424,2,1,1368827264,4698524,Hybrid,3,closed,Operating
11213,Startup_11213,Logistics,Brazil,Tier1,2015,4,0,0,7636498,2005,5,1,1,20,NULL,120273.8203125,Profitable,1635,32.060001373291,6,2,22006248,1545827.375,Office,4,closed,Product-market fit failure
11214,Startup_11214,ClimateTech,Singapore,Tier1,2011,4,0,3,1743240.25,2016,0,1,0,20,159940.4375,993007.9375,Profitable,1585,26.5400009155273,5,1,121896352,1627021.75,Remote,3,operating,Product-market fit failure
11215,Startup_11215,Fintech,USA,Tier1,2022,1,0,0,432172.84375,2024,0,0,0,11,197127.0625,1062458.5,Not Profitable,8453,61.1800003051758,2,2,29331596,2828245.25,Remote,3,acquired,Market competition
11216,Startup_11216,AI,Germany,Tier1,2017,5,1,0,9382533,2021,0,1,1,12,NULL,215404.453125,Not Profitable,145,25.3799991607666,3,1,26247240,502144.375,Office,2,acquired,Operating
11217,Startup_11217,Fintech,Australia,Tier1,2023,4,1,6,14479512,2010,5,1,0,37,38788.296875,1219247.5,Profitable,1362,13.2700004577637,5,1,495474496,8932885,Remote,5,acquired,Operating
11218,Startup_11218,ClimateTech,France,Tier1,2003,1,0,1,6139628,2009,0,0,0,15,151988.390625,1219247.5,Not Profitable,33061,5.3899998664856,12,1,27548206,2421900,Office,2,operating,Regulatory issues
11219,Startup_11219,Cybersecurity,Canada,Tier1,2009,1,0,0,2821759.5,2023,7,0,1,64,119255.203125,1219247.5,Not Profitable,1587,3.26999998092651,5,1,492024480,4310132,Office,5,closed,Operating
11220,Startup_11220,HealthTech,Germany,Tier2,2000,4,0,5,1328791.5,2023,0,0,1,37,544608.625,2841599.5,Not Profitable,26655,26.4699993133545,8,3,93155088,3879127.25,Office,3,closed,Regulatory issues
11221,Startup_11221,AI,Israel,Tier2,2017,4,0,0,4485053.5,2019,0,1,1,53,NULL,666154.5625,Not Profitable,6550,19.7800006866455,2,1,14719752,4888724.5,Hybrid,3,operating,Operating
11222,Startup_11222,Cybersecurity,Brazil,Tier1,2014,5,0,2,20934340,2022,7,0,0,41,287951.875,494073.6875,Not Profitable,6004,85.5899963378906,4,1,45960084,11130439,Remote,1,operating,Operating
11223,Startup_11223,Fintech,UK,Tier2,2016,5,0,5,3385276.25,2007,4,0,1,20,107615.7578125,1838900.625,Not Profitable,2686,16.7299995422363,6,0,64186420,17260288,Remote,1,closed,Regulatory issues
11224,Startup_11224,Fintech,Singapore,Tier2,2020,2,0,4,3230519.25,2023,6,1,1,32,77564.4609375,357281.21875,Not Profitable,810,30.4099998474121,5,2,114222856,5853451.5,Office,0,acquired,Operating
11225,Startup_11225,Ecommerce,Netherlands,Tier2,2000,4,0,0,5642205.5,2020,5,0,0,55,203095.53125,8813183,Not Profitable,3415,29.5900001525879,4,2,18555372,2165091.75,Office,4,closed,Operating
11226,Startup_11226,AI,Netherlands,Tier1,2013,3,0,3,232097.671875,2016,5,1,1,2,32835.7578125,2057969.875,Profitable,7289,26.4699993133545,5,1,34489716,19720226,Remote,6,closed,Operating
11227,Startup_11227,FoodTech,Germany,Tier1,2011,3,0,5,3019445.75,2020,0,0,0,15,NULL,235816.359375,Break-even,5344,16.2900009155273,7,2,10473359,13685135,Office,2,closed,Market competition
11228,Startup_11228,Fintech,Australia,Tier2,2010,2,0,0,6597291,2006,6,1,1,31,584645.5625,1967938.625,Profitable,993,20.3999996185303,4,3,54031232,58139224,Office,3,operating,Operating
11229,Startup_11229,EdTech,USA,Tier1,2019,4,0,1,2031215.5,2007,10,0,0,127,NULL,10223859,Not Profitable,10523,41.9099998474121,4,3,73638296,5179784.5,Remote,4,closed,Regulatory issues
11230,Startup_11230,TravelTech,USA,Tier1,2018,1,0,5,14284309,2014,3,1,0,38,NULL,368634.53125,Not Profitable,563,26.4699993133545,5,0,225881120,154424656,Remote,4,operating,Strategic shutdown
11231,Startup_11231,Gaming,Netherlands,Tier1,2003,3,0,2,1570021.625,2024,4,1,1,99,1623722.25,1219247.5,Not Profitable,1098,32.5499992370605,7,0,39024808,8932315,Hybrid,3,closed,Operating
11232,Startup_11232,TravelTech,Netherlands,Tier2,2016,5,0,3,989499.375,2020,4,1,0,12,31042.94140625,1725800.125,Break-even,357,19.8400001525879,3,0,3401599,40843064,Hybrid,4,operating,Founder conflict
11233,Startup_11233,FoodTech,Singapore,Tier1,2017,3,0,1,5319675,2012,2,0,0,212,33065.515625,2594363.5,Not Profitable,733,54.060001373291,7,1,65717892,8932885,Office,3,closed,Operating
11234,Startup_11234,HealthTech,France,Tier1,2003,4,0,0,114242336,2023,5,0,0,51,41213.98828125,1083332.375,Profitable,747,7.15000009536743,4,1,3996382.75,445436.78125,Office,1,operating,Operating
11235,Startup_11235,Logistics,UAE,Tier2,2000,3,1,2,1992828.25,2024,0,0,1,9,62914.27734375,472760.1875,Profitable,3249,19.0599994659424,3,2,746606592,107806808,Remote,6,ipo,Acquired talent
11236,Startup_11236,SaaS,Australia,Tier2,2005,2,1,0,1535460.875,2024,8,1,0,146,81036.359375,937427.625,Break-even,3787,11.6000003814697,7,3,15416930,66740412,Hybrid,6,acquired,Operating
11237,Startup_11237,EdTech,Israel,Tier1,2006,5,0,0,1193238.625,2010,8,0,1,20,38838.27734375,104508.3046875,Not Profitable,610,50.3300018310547,3,2,16763359,31239288,Hybrid,3,operating,Operating
11238,Startup_11238,SaaS,Australia,Tier1,2000,2,0,1,469606.875,2018,7,1,0,72,82222.921875,2023186,Profitable,1576,43.6399993896484,2,2,90020672,3296681,Office,2,acquired,Operating
11239,Startup_11239,Fintech,Israel,Tier2,2005,1,0,0,585819.375,2007,6,1,1,29,196650.578125,7821720,Not Profitable,6693,25.1800003051758,5,1,48810964,650264.625,Hybrid,4,acquired,Strategic shutdown
11240,Startup_11240,ClimateTech,France,Tier1,2002,1,0,2,3320476.75,2022,3,1,0,6,388211.15625,1385447.875,Not Profitable,7966,26.4699993133545,5,2,10112004,549997504,Remote,3,operating,Operating
11241,Startup_11241,HealthTech,Israel,Tier2,2022,1,1,2,278455.90625,2020,5,1,1,163,210855.84375,276833.84375,Not Profitable,805,46.6199989318848,5,1,54579120,3287494.5,Remote,2,acquired,Regulatory issues
11242,Startup_11242,Cybersecurity,Brazil,Tier2,2015,1,0,0,11078404,2009,4,1,1,26,808219.875,931280.6875,Not Profitable,2957,22.7800006866455,9,3,2236258.25,30274816,Remote,3,operating,Founder conflict
11243,Startup_11243,Fintech,Australia,Tier1,2001,4,0,0,47701212,2011,4,0,1,20,287968.46875,822666.3125,Not Profitable,1591,41.2700004577637,6,0,34496256,2193628.25,Office,4,operating,Strategic shutdown
11244,Startup_11244,SaaS,Netherlands,Tier1,2001,4,0,3,31347890,2012,3,0,0,21,2063261.875,12254486,Profitable,28450,47.9000015258789,6,0,78725736,2456702.5,Office,6,acquired,Regulatory issues
11245,Startup_11245,Fintech,UK,Tier1,2010,4,0,3,2252729.25,2018,7,0,1,52,124228.265625,1219247.5,Not Profitable,2957,28.0900001525879,8,0,30656870,12828419,Remote,3,closed,Operating
11246,Startup_11246,Gaming,UAE,Tier2,2019,2,0,5,6283219.5,2023,5,1,0,10,17959.466796875,135548.515625,Not Profitable,13514,37.0699996948242,4,1,49817868,4990097.5,Office,2,operating,Operating
11247,Startup_11247,Ecommerce,UK,Tier1,2010,2,0,0,3320476.75,2015,0,0,0,4,438891.84375,1690213.875,Not Profitable,1754,16.1499996185303,5,2,73810312,8932885,Remote,1,closed,Operating
11248,Startup_11248,Gaming,UAE,Tier1,2007,3,0,3,60345.703125,2016,7,0,1,4,274501.15625,145334.8125,Not Profitable,4899,26.4699993133545,3,2,292344544,185632.640625,Office,0,operating,Founder conflict
11249,Startup_11249,HealthTech,Canada,Tier1,2018,5,1,2,7058344.5,2006,11,0,1,34,34453.06640625,1691313,Profitable,2689,8.19999980926514,9,1,134253120,12357307,Hybrid,5,operating,Regulatory issues
11250,Startup_11250,ClimateTech,Australia,Tier1,2023,2,0,1,1200862.875,2007,0,1,0,61,45532.8671875,1219247.5,Not Profitable,2957,26.4699993133545,2,1,32481800,22354194,Remote,3,operating,Operating
11251,Startup_11251,Cybersecurity,Netherlands,Tier1,2022,3,0,3,118766456,2005,0,0,0,79,3317740.25,4140811.5,Not Profitable,8441,18.1700000762939,4,2,91648560,8932885,Hybrid,5,closed,Operating
11252,Startup_11252,Gaming,France,Tier1,2020,1,0,2,3320476.75,2017,5,1,0,41,169240.90625,1219247.5,Profitable,2957,27.1000003814697,5,1,428719520,54672.62890625,Hybrid,2,operating,Market competition
11253,Startup_11253,AI,Australia,Tier2,2014,1,0,3,7619962.5,2007,6,0,1,15,61586.13671875,1219247.5,Profitable,8983,26.4699993133545,10,1,14534434,2427379,Remote,6,acquired,Operating
11254,Startup_11254,Cybersecurity,USA,Tier1,2019,2,0,0,12360756,2009,5,0,1,15,301594.1875,1181128.375,Not Profitable,505,26.4699993133545,1,1,80420400,5580482.5,Office,5,closed,Regulatory issues
11255,Startup_11255,ClimateTech,Brazil,Tier1,2013,4,0,3,8368277.5,2021,5,0,0,28,331178.125,46106.02734375,Not Profitable,351,26.4699993133545,2,1,22881424,7317144,Hybrid,5,closed,Founder conflict
11256,Startup_11256,SaaS,USA,Tier2,2017,3,1,5,2238630.25,2015,0,0,0,10,21896.78125,2409917.25,Not Profitable,2957,26.4699993133545,4,0,72928880,110845024,Office,4,acquired,Operating
11257,Startup_11257,Gaming,UAE,Tier2,2019,5,0,3,11111755,2024,4,0,1,16,177034.328125,3078270.75,Not Profitable,11700,15.4799995422363,6,1,74165784,8932885,Office,2,operating,Operating
11258,Startup_11258,Ecommerce,Germany,Tier2,2004,3,0,1,7698312.5,2010,0,0,0,37,20031.64453125,1219247.5,Break-even,24059,26.4699993133545,4,0,11584473,20215842,Office,6,closed,Operating
11259,Startup_11259,Cybersecurity,India,Tier1,2001,4,0,0,3312925.5,2017,7,1,0,94,201541.921875,55897.72265625,Profitable,560,72.1699981689453,4,1,5264049,141777808,Hybrid,3,acquired,Ran out of cash
11260,Startup_11260,Fintech,Canada,Tier1,2001,4,1,5,400074.1875,2023,0,0,1,20,20635.646484375,1219247.5,Profitable,7917,25.3899993896484,7,1,97619016,1791847.125,Office,1,operating,Product-market fit failure
11261,Startup_11261,Ecommerce,Singapore,Tier1,2001,2,0,0,7147552,2007,0,1,1,6,51194.78125,1219247.5,Not Profitable,2957,55.6800003051758,8,1,58234220,8932885,Office,0,closed,Acquired talent
11262,Startup_11262,Fintech,Germany,Tier2,2001,4,0,3,23535974,2024,6,0,0,24,445466.3125,1219247.5,Not Profitable,2117,39.560001373291,8,0,260477120,8932885,Hybrid,2,operating,Operating
11263,Startup_11263,ClimateTech,Netherlands,Tier2,2008,4,0,2,3320476.75,2020,0,0,0,20,NULL,1120766.25,Profitable,5662,28.3899993896484,6,3,712453760,6974173,Remote,4,ipo,Ran out of cash
11264,Startup_11264,Gaming,Germany,Tier2,2011,5,0,4,16470904,2023,2,0,0,21,781883.4375,1011921.5,Profitable,3960,24.5599994659424,6,2,386295648,74304088,Office,1,operating,Market competition
11265,Startup_11265,EdTech,Australia,Tier1,2020,4,0,2,3320476.75,2012,0,0,0,7,545291.5625,1812236.875,Not Profitable,2957,26.4699993133545,5,1,235876608,18525696,Hybrid,0,acquired,Founder conflict
11266,Startup_11266,EdTech,UAE,Tier2,2021,1,0,5,16206651,2024,4,1,1,6,297463.90625,1219247.5,Break-even,686,57.3199996948242,3,2,17720218,5026918,Remote,3,operating,Operating
11267,Startup_11267,SaaS,Germany,Tier2,2019,4,0,4,79905.90625,2021,4,0,0,24,347348.625,1219247.5,Not Profitable,432,17.2999992370605,3,0,1538787584,36437336,Office,5,operating,Operating
11268,Startup_11268,Ecommerce,India,Tier1,2017,1,1,1,4041454.5,2008,0,1,1,20,2470807.75,1219247.5,Not Profitable,3884,61.4500007629395,2,0,16478348,969349.4375,Hybrid,2,operating,Regulatory issues
11269,Startup_11269,Fintech,Germany,Tier1,2002,5,0,2,9942882,2013,4,1,0,20,78960.5625,1265750.875,Not Profitable,1029,25.8899993896484,4,0,22388886,6648964.5,Hybrid,4,ipo,Ran out of cash
11270,Startup_11270,FoodTech,Australia,Tier1,2018,2,0,3,3320929,2013,0,1,0,12,34796.6875,14210995,Not Profitable,2827,3.08999991416931,2,1,16692046,922920.375,Office,5,operating,Ran out of cash
11271,Startup_11271,Ecommerce,USA,Tier1,2015,1,0,0,157092.71875,2020,0,0,0,51,186642.953125,864037.4375,Not Profitable,2957,26.4699993133545,6,1,14437657,14790319,Hybrid,1,operating,Acquired talent
11272,Startup_11272,AI,Germany,Tier1,2010,2,0,6,2288083.25,2012,5,1,0,2,50938.12109375,1219247.5,Not Profitable,1244,38.3899993896484,5,3,232491424,8932885,Hybrid,3,operating,Operating
11273,Startup_11273,SaaS,Singapore,Tier2,2023,2,1,0,10698160,2023,0,0,0,7,142854.625,13802786,Break-even,10963,26.8099994659424,3,3,99528288,1592843.5,Office,2,operating,Ran out of cash
11274,Startup_11274,TravelTech,Brazil,Tier2,2023,1,0,4,14259706,2016,0,0,0,20,145461.421875,9766598,Not Profitable,4477,26.9899997711182,3,1,23544630,5045732.5,Remote,0,operating,Operating
11275,Startup_11275,TravelTech,Brazil,Tier3,2014,3,1,5,3320476.75,2014,4,1,0,19,324433.90625,50746.0625,Not Profitable,30897,29.7800006866455,7,0,12110847,4902244,Remote,4,operating,Operating
11276,Startup_11276,Fintech,Israel,Tier1,2021,4,0,4,1723704.625,2020,4,0,1,21,785444.1875,231823.515625,Not Profitable,2957,53.5099983215332,8,1,308156576,8932885,Hybrid,3,operating,Market competition
11277,Startup_11277,EdTech,Canada,Tier1,2010,5,1,2,18690814,2015,1,1,0,66,733573.1875,1219247.5,Not Profitable,5601,22.2700004577637,9,3,324933024,5010339.5,Remote,1,operating,Operating
11278,Startup_11278,Cybersecurity,India,Tier2,2009,2,0,5,25203876,2008,0,1,0,276,206726.796875,1700336.625,Break-even,6034,46.3300018310547,4,4,32132856,8932885,Remote,5,acquired,Operating
11279,Startup_11279,AI,UK,Tier1,2023,3,0,3,987417.9375,2016,0,1,0,4,296551.625,818669,Not Profitable,2957,26.4699993133545,3,1,33993892,24612920,Office,5,operating,Product-market fit failure
11280,Startup_11280,TravelTech,India,Tier1,2018,2,0,5,10517645,2009,0,0,0,20,81256.5,512259,Not Profitable,256,44.9099998474121,3,1,11065891,59295032,Office,3,operating,Market competition
11281,Startup_11281,Fintech,Israel,Tier2,2022,3,0,2,3320476.75,2014,3,1,0,20,224421.90625,518776.3125,Not Profitable,1200,42.0400009155273,8,2,6243139.5,45766312,Office,3,operating,Operating
11282,Startup_11282,Fintech,Singapore,Tier1,2004,5,0,2,2502111.75,2024,0,1,1,2,84275.6171875,1053181.625,Profitable,2834,21.9400005340576,5,1,15276181,34802136,Office,2,operating,Market competition
11283,Startup_11283,Gaming,UAE,Tier1,2013,3,0,3,3320476.75,2023,4,1,1,10,461648.4375,2402556,Break-even,2699,46.6199989318848,2,2,93124496,8932885,Hybrid,3,closed,Operating
11284,Startup_11284,EdTech,Netherlands,Tier1,2008,5,0,0,10342685,2017,9,0,0,96,154678.90625,74256680,Not Profitable,4220,12.3199996948242,5,0,5058230.5,38302140,Remote,4,acquired,Product-market fit failure
11285,Startup_11285,Ecommerce,USA,Tier3,2020,4,0,0,25516018,2022,5,0,0,49,1130936.5,2426017.5,Break-even,25709,12.8500003814697,5,2,45051032,29671966,Remote,0,operating,Market competition
11286,Startup_11286,Cybersecurity,UK,Tier1,2005,3,0,6,2779001.75,2005,0,0,0,26,113494.1953125,1219247.5,Break-even,12792,26.4699993133545,6,0,13851561,8932885,Office,3,closed,Acquired talent
11287,Startup_11287,Gaming,Australia,Tier1,2000,2,0,4,643945.6875,2011,3,0,1,34,48428.109375,392713.5,Not Profitable,532,26.4699993133545,4,2,55484560,8932885,Remote,0,closed,Strategic shutdown
11288,Startup_11288,TravelTech,Australia,Tier3,2011,4,0,2,26375372,2014,2,0,0,14,55288.65625,4226634,Break-even,1318,26.4699993133545,3,0,319029632,28619524,Remote,3,operating,Ran out of cash
11289,Startup_11289,Cybersecurity,Canada,Tier1,2013,2,0,2,2758602.5,2021,0,0,1,29,97883.59375,273154.4375,Not Profitable,878,26.4699993133545,7,1,16489027,1389806.5,Remote,3,operating,Operating
11290,Startup_11290,SaaS,UK,Tier1,2003,2,0,0,1470067,2022,4,1,1,28,198434.015625,208598.5625,Not Profitable,8734,38.7599983215332,4,3,596336832,866474.1875,Hybrid,3,operating,Market competition
11291,Startup_11291,EdTech,Australia,Tier1,2014,4,0,2,12389706,2024,4,1,1,46,38847.828125,678012.3125,Profitable,1063,26.4699993133545,2,2,13721549,74923608,Hybrid,3,operating,Founder conflict
11292,Startup_11292,TravelTech,Canada,Tier1,2016,4,0,5,3320476.75,2008,8,1,1,15,NULL,437525.0625,Not Profitable,10543,32.939998626709,3,0,121147984,56973508,Remote,1,acquired,Operating
11293,Startup_11293,ClimateTech,Singapore,Tier1,2019,5,0,1,3932287,2009,4,0,0,90,52929.453125,1219247.5,Profitable,7178,26.4699993133545,4,0,91623384,7608436,Hybrid,0,closed,Operating
11294,Startup_11294,Fintech,UK,Tier2,2011,3,0,0,1339394.5,2023,3,0,1,9,86340.265625,1219247.5,Profitable,1752,46.1100006103516,1,0,363133184,8932885,Hybrid,4,operating,Operating
11295,Startup_11295,TravelTech,Singapore,Tier1,2000,5,0,4,2225329.5,2012,5,1,0,20,68286.0703125,1219247.5,Profitable,6265,2.53999996185303,3,1,117662672,9300209,Hybrid,4,acquired,Operating
11296,Startup_11296,FoodTech,Australia,Tier2,2012,1,1,3,6677511.5,2024,0,1,0,20,504611.625,1717819,Not Profitable,2178,26.4699993133545,6,2,17689318,6533331,Hybrid,3,closed,Market competition
11297,Startup_11297,HealthTech,Brazil,Tier1,2009,1,1,0,1968040.875,2005,5,0,1,10,571222.0625,1930099.75,Not Profitable,818,38.6699981689453,3,1,38749572,5901161,Remote,3,closed,Operating
11298,Startup_11298,ClimateTech,India,Tier1,2003,5,1,2,2258984.25,2024,6,0,0,45,397645,1219247.5,Not Profitable,1217,26.4699993133545,7,0,131632240,46663404,Office,3,operating,Strategic shutdown
11299,Startup_11299,HealthTech,India,Tier1,2005,5,0,2,984413.75,2007,2,0,1,8,54351.79296875,1219247.5,Not Profitable,16963,20.1900005340576,2,1,6840124,1595031.25,Hybrid,3,acquired,Operating
11300,Startup_11300,TravelTech,Singapore,Tier1,2008,3,0,5,11086818,2021,6,1,1,46,NULL,819818.1875,Not Profitable,4250,26.4699993133545,3,1,9125013,7455924,Hybrid,0,closed,Ran out of cash
11301,Startup_11301,FoodTech,Brazil,Tier1,2017,4,0,0,1479601.375,2015,4,1,1,20,24838.73828125,11620999,Not Profitable,1071,26.4699993133545,2,0,41616472,8932885,Hybrid,2,closed,Regulatory issues
11302,Startup_11302,TravelTech,Canada,Tier1,2001,1,0,3,6808911,2008,0,1,1,79,13639.5986328125,5188076.5,Profitable,5669,24.7099990844727,4,1,303088192,5728856,Office,2,operating,Operating
11303,Startup_11303,HealthTech,USA,Tier1,2005,4,0,0,3410959.75,2018,5,1,1,6,21995.953125,4704614.5,Profitable,294,29.3999996185303,3,0,42940452,9562838,Remote,0,closed,Operating
11304,Startup_11304,Gaming,UAE,Tier2,2010,2,0,1,1417807.625,2011,4,0,0,23,994682.5625,8185904,Not Profitable,6977,47.5499992370605,8,3,79601832,4805944.5,Hybrid,2,operating,Market competition
11305,Startup_11305,SaaS,USA,Tier1,2012,2,1,0,55381300,2019,0,1,1,13,16161.4111328125,6472035,Not Profitable,6455,10.8699998855591,4,0,224950912,8932885,Hybrid,1,closed,Operating
11306,Startup_11306,HealthTech,France,Tier1,2005,4,0,0,3949829.75,2016,0,0,0,19,288517.5,4731434,Not Profitable,10919,26.4699993133545,5,1,23581910,1378168.25,Office,2,operating,Operating
11307,Startup_11307,SaaS,Israel,Tier2,2011,2,1,6,558464.25,2016,3,0,0,20,265716.1875,958394.6875,Not Profitable,2957,33.5699996948242,3,3,25802882,8932885,Hybrid,6,closed,Market competition
11308,Startup_11308,Fintech,Germany,Tier1,2018,1,1,0,62899852,2013,11,0,0,2,226846.890625,75658.7265625,Not Profitable,4635,40.6800003051758,5,2,20590374,8932885,Office,3,operating,Operating
11309,Startup_11309,SaaS,Netherlands,Tier2,2017,1,1,2,18424130,2007,4,1,0,19,1386224,1392440.375,Break-even,7518,62.1599998474121,8,1,41617436,6352028.5,Hybrid,3,operating,Operating
11310,Startup_11310,Gaming,France,Tier2,2018,2,0,0,1582422.25,2017,6,0,1,16,128076.78125,1219247.5,Profitable,7421,68.0500030517578,5,0,115774872,8932885,Office,3,operating,Market competition
11311,Startup_11311,FoodTech,USA,Tier3,2011,1,0,0,3742509,2024,8,1,0,3,NULL,299952.03125,Not Profitable,2957,51.0800018310547,4,2,20777192,747468.3125,Hybrid,3,closed,Strategic shutdown
11312,Startup_11312,SaaS,UAE,Tier1,2019,2,0,0,11715387,2010,4,1,1,16,451615.5625,228092.171875,Not Profitable,2100,70.2600021362305,12,0,21337860,8932885,Remote,3,closed,Operating
